สถานี,วันที่-เวลา,pH,DO,EC,Temp
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 17:30,7.2,0.1,989.4,26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 18:00,7.2,0.1,"1,018.30",26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 18:30,7.2,0.1,"1,078.20",26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 19:00,7.2,0.1,"1,041.10",26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 19:30,7.2,0.1,"1,061.50",26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 20:00,7.2,0.1,"1,074.90",26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 20:30,7.2,0.1,"1,088.10",26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 21:00,7.2,0.1,"1,097.30",26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 21:30,7.2,0.1,"1,092.60",26.8
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 22:00,7.2,0.1,"1,105.10",26.7
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 22:30,7.2,0.1,"1,091.70",26.7
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 23:00,7.2,0.1,"1,074.60",26.7
นครชัยศรี จ.นครปฐม (121),1 ม.ค.2558 23:30,7.2,0.1,"1,045.50",26.7
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 00:00,7.2,0.1,"1,027.50",26.7
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 00:30,7.2,0.1,987.6,26.7
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 01:00,7.2,0.1,968.3,26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 01:30,7.2,0.1,941.4,26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 02:00,7.2,0.1,942.6,26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 02:30,7.2,0.1,916,26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 03:00,7.2,0.1,884.4,26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 03:30,7.2,0.1,870.2,26.5
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 04:00,7.2,0.1,843,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 04:30,7.2,0.1,758.1,26.5
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 05:00,7.2,0.1,731.4,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 05:30,7.2,0.1,715.1,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 06:00,7.2,0.1,680.5,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 06:30,7.2,0.1,694.1,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 07:00,7.2,0.1,676.8,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 07:30,7.2,0.1,689.7,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 08:00,7.2,0.1,656.2,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 08:30,7.2,0.1,667.7,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 09:00,7.2,0.1,746.7,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 09:30,7.2,0.1,665.9,26.3
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 10:00,7.2,0.1,692.4,26.3
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 10:30,7.2,0.1,682.9,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 11:00,7.2,0.1,693.4,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 11:30,7.2,0.1,704.9,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 12:00,7.2,0.1,746.8,26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 12:30,7.2,0.1,841.8,26.5
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 13:00,7.2,0.1,848.3,26.5
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 13:30,7.2,0.1,863.8,26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 14:00,7.2,0.1,892,26.8
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 14:30,7.2,0.1,907.8,26.8
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 15:00,7.2,0.1,931.6,26.7
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 15:30,7.2,0.1,934.6,26.8
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 16:00,7.2,0.1,944.9,26.9
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 16:30,7.2,0.1,966.5,26.8
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 17:00,7.2,0.1,992.8,26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 17:30,7.2,0.1,993.6,26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 18:00,7.2,0.1,"1,018.20",26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 18:30,7.2,0.1,"1,022.60",26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 19:00,7.2,0.1,"1,048.20",26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 19:30,7.2,0.1,"1,049.50",26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 20:00,7.2,0.1,"1,061.50",26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 20:30,7.2,0.1,"1,078.00",26.6
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 21:00,7.2,0.1,"1,084.00",26.5
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 21:30,7.2,0.1,"1,098.00",26.5
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 22:00,7.2,0.1,"1,097.50",26.5
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 22:30,7.2,0.1,"1,116.00",26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 23:00,7.2,0.1,"1,110.40",26.4
นครชัยศรี จ.นครปฐม (121),2 ม.ค.2558 23:30,7.2,0.1,"1,085.00",26.4
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 00:00,7.2,0.1,"1,072.90",26.4
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 00:30,7.2,0.1,"1,064.50",26.3
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 01:00,7.2,0.1,"1,017.80",26.3
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 01:30,7.2,0.1,986.1,26.3
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 02:00,7.2,0.1,959.6,26.3
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 02:30,7.2,0.1,939.8,26.3
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 03:00,7.2,0.1,909.8,26.3
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 03:30,7.2,0.1,889.6,26.3
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 04:00,7.2,0.1,872.2,26.2
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 04:30,7.2,0.1,864.5,26.2
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 05:00,7.2,0.1,832.9,26.2
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 05:30,7.2,0.1,722.2,26.2
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 06:00,7.2,0.1,717.6,26.1
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 06:30,7.2,0.1,685.9,26.1
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 07:00,7.2,0.1,670.9,26.1
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 07:30,7.2,0.1,647.5,26.1
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 08:00,7.2,0.1,646,26.1
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 08:30,7.2,0.1,651,26.1
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 09:00,7.2,0.1,642.4,26.1
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 09:30,7.2,0.1,647.5,26.1
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 10:00,7.2,0.1,633.7,26.1
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 10:30,7.2,0.1,652.8,26.1
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 11:00,7.2,0.1,673.9,26.2
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 11:30,7.2,0.1,666.1,26.2
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 12:00,7.2,0.1,688.4,26.2
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 12:30,7.2,0.1,723.1,26.2
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 13:00,7.2,0.1,751.1,26.3
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 13:30,7.2,0.1,817.2,26.4
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 14:00,7.2,0.1,860.9,26.4
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 14:30,7.2,0.1,861.9,26.5
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 15:00,7.2,0.1,877.2,26.7
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 15:30,7.2,0.1,914.1,26.9
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 16:00,7.2,0.1,925.5,26.8
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 16:30,7.2,0.1,953.7,26.8
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 17:00,7.2,0.1,954.6,26.8
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 17:30,7.2,0.1,963.9,26.7
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 18:00,7.2,0.1,978.4,26.6
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 18:30,7.2,0.1,992,26.5
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 19:00,7.2,0.1,"1,008.90",26.5
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 19:30,7.2,0.1,996,26.4
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 20:00,7.2,0.1,"1,008.70",26.4
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 20:30,7.2,0.1,"1,028.60",26.5
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 21:00,7.2,0.1,"1,024.10",26.5
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 21:30,7.2,0.1,"1,061.10",26.4
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 22:00,7.2,0.1,"1,100.40",26.4
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 22:30,7.2,0.1,"1,070.00",26.4
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 23:00,7.2,0.1,"1,065.90",26.3
นครชัยศรี จ.นครปฐม (121),3 ม.ค.2558 23:30,7.2,0.1,"1,058.50",26.3
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 00:00,7.2,0.1,"1,039.90",26.3
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 00:30,7.2,0.1,"1,010.60",26.3
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 01:00,7.2,0.1,994.9,26.3
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 01:30,7.2,0.1,963.7,26.3
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 02:00,7.2,0.1,928.9,26.2
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 02:30,7.2,0.1,913.9,26.2
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 03:00,7.2,0.1,897.7,26.2
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 03:30,7.2,0.1,860.4,26.2
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 04:00,7.2,0.1,853.4,26.2
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 04:30,7.2,0.1,828.8,26.2
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 05:00,7.2,0.1,734,26.1
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 05:30,7.2,0.1,723.2,26.1
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 06:00,7.2,0.1,707.7,26.1
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 06:30,7.2,0.1,683.1,26.1
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 07:00,7.2,0.1,676,26
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 07:30,7.2,0.1,659.1,26
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 08:00,7.2,0.1,655.4,26
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 08:30,7.2,0.1,644.8,26
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 09:00,7.2,0.1,676.9,26.1
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 09:30,7.2,0.1,646.3,26.1
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 10:00,7.2,0.1,628.8,26.1
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 10:30,7.2,0.1,645.4,26.1
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 11:00,7.2,0.1,663.1,26.2
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 11:30,7.2,0.1,687.1,26.2
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 12:00,7.2,0.1,696.2,26.2
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 12:30,7.2,0.1,729.9,26.3
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 13:00,7.2,0.1,772.9,26.3
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 13:30,7.2,0.1,809.9,26.4
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 14:00,7.2,0.1,824.4,26.4
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 14:30,7.2,0.1,829.3,26.4
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 15:00,7.2,0.1,868,26.5
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 15:30,7.2,0.1,880.8,26.7
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 16:00,7.2,0.1,904.5,26.7
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 16:30,7.2,0.1,899,26.8
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 17:00,7.2,0.1,930.6,26.8
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 17:30,7.2,0.1,926.1,26.8
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 18:00,7.2,0.1,944.2,26.7
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 18:30,7.2,0.1,946.2,26.6
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 19:00,7.2,0.1,955.5,26.5
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 19:30,7.2,0.1,931.8,26.4
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 20:00,7.2,0.1,960.3,26.5
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 20:30,7.2,0.1,976.5,26.5
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 21:00,7.2,0.1,980.7,26.5
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 21:30,7.2,0.1,991.6,26.5
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 22:00,7.2,0.1,"1,004.10",26.4
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 22:30,7.2,0.1,"1,018.00",26.4
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 23:00,7.2,0.1,"1,014.60",26.3
นครชัยศรี จ.นครปฐม (121),4 ม.ค.2558 23:30,7.2,0.1,"1,018.60",26.3
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 00:00,7.2,0.1,"1,021.90",26.3
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 00:30,7.2,0.1,"1,030.60",26.3
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 01:00,7.2,0.1,998.2,26.3
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 01:30,7.2,0.1,998.8,26.3
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 02:00,7.2,0.1,963.7,26.3
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 02:30,7.2,0.1,943.6,26.3
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 03:00,7.2,0.1,909,26.3
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 03:30,7.2,0.1,897.4,26.3
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 04:00,7.2,0.1,878.3,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 04:30,7.2,0.1,874.8,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 05:00,7.2,0.1,857.3,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 05:30,7.2,0.1,770.8,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 06:00,7.2,0.1,756.3,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 06:30,7.2,0.1,733,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 07:00,7.2,0.1,720.4,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 07:30,7.2,0.1,716.7,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 08:00,7.2,0.1,708,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 08:30,7.2,0.1,705,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 09:00,7.2,0.1,679.7,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 09:30,7.2,0.1,677.6,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 10:00,7.2,0.1,677.3,26.2
นครชัยศรี จ.นครปฐม (121),5 ม.ค.2558 10:30,7.2,0.1,681.1,26.2
